,F1(Hz),F2(Hz),F3(Hz),F_mean(Hz),F2-F1(Hz),Word Duration(ms),Relative Max Amplitude
24,3.5852716497537824,536.2441872555679,1052.1457537474116,2610.26036359325,794.1949705014897,-1558.1146098458385,180.125
25,5.551302450684732,938.4021415294501,2132.6855347902915,3095.682841021326,1535.5438381598708,-962.9973062310346,233.9375
26,4.274638884676652,696.324228017983,1554.425801303921,2403.838736748911,1125.375014660952,-849.4129354449899,312.9375
27,3.2024759411046406,593.4338807102243,1679.7991622020822,2767.8830570748573,1136.6165214561534,-1088.083894872775,272.25
28,3.673265733872673,763.9630816299817,1628.5778134893956,2756.335622179978,1196.2704475596886,-1127.7578086905826,299.3125
29,3.3414475736904374,618.0832064152812,1012.5973959682927,1598.0730874495061,815.3403011917869,-585.4756914812134,266.125
30,3.7576414587430897,608.8882431727874,1652.7980098209214,2388.481372783915,1130.8431264968544,-735.6833629629937,415.625
31,2.4088359897779807,560.9705976429656,578.3883697045958,1980.9929038550972,569.6794836737806,-1402.6045341505014,284.5
32,3.5149448644777053,1330.5274894250572,2212.126560394018,3137.295195055718,1771.3270249095376,-925.1686346617003,999.8125
33,0.9957241982871788,263.3409458185597,1056.5213249355268,2618.190760126349,659.9311353770432,-1561.669435190822,396.625
34,2.5206388609926713,455.84505478277873,1116.6784494459257,1680.6269249063043,786.2617521143522,-563.9484754603786,602.0
35,1.6612157782431236,693.0218429277622,1331.2878306718271,2502.2161095923343,1012.1548367997947,-1170.9282789205072,303.6875
36,3.2925838484879772,324.45003020834935,1089.6606128641015,1599.242467612875,707.0553215362254,-509.5818547487736,299.3125
37,3.3409294644130294,229.4370444088334,613.9924873871023,1268.678480771931,421.7147658979678,-654.6859933848286,359.0625
38,2.7864857484721886,251.63994879403816,873.2206516732003,1914.7830749907025,562.4303002336193,-1041.5624233175022,337.5625
39,2.9947615892265373,979.2185814882612,1837.0004257395153,2805.4799602890807,1408.1095036138881,-968.4795345495654,233.4375
40,4.284010395938107,689.6037604659883,1198.3401170239326,1765.3859702228715,943.9719387449604,-567.0458531989389,329.375
41,3.036036104767651,324.8297966851278,891.4713128357324,1596.0472040406264,608.1505547604302,-704.575891204894,443.75
42,2.227073286794807,647.4779032610276,1340.7572412505724,2438.938183405932,994.1175722558,-1098.1809421553594,332.625
43,3.0047888092801647,370.05641618518996,943.608331011231,1778.0307659376565,656.8323735982106,-834.4224349264255,274.1875
44,3.6471495959897533,523.4066769592465,734.0773568928718,1715.8525392483143,628.7420169260591,-981.7751823554426,364.6875
45,2.741941231153791,283.74325920086545,1016.5720595864744,1845.090175004619,650.15765939367,-828.5181154181445,790.5625
46,1.2651594092401666,242.80748532137093,828.3602243472103,1590.4035929287859,535.5838548342906,-762.0433685815756,338.5625
47,2.9541011320114525,559.9900515746241,1698.275749251641,2454.4851461283743,1129.1329004131326,-756.2093968767333,162.6875
48,6.146777964620634,366.71915210624786,1262.459571744354,1710.763007325994,814.5893619253009,-448.3034355816401,331.25
49,3.0188932413985063,434.3415407013244,931.3561048486756,1908.2994707329117,682.848822775,-976.9433658842361,245.75
50,4.069723191911176,536.0150861000964,1620.9162293351587,2508.0626521264726,1078.4656577176274,-887.1464227913139,270.4375
51,3.697301217629122,361.80104871902546,639.6339970811945,1656.147606078458,500.71752290011,-1016.5136089972635,619.3125
52,1.6146836048331856,487.45475943775085,1028.8300494625357,1601.3057886684735,758.1424044501433,-572.4757392059378,358.0
53,2.793290170272342,513.817741159016,1267.140485329542,2202.9311321859554,890.479113244279,-935.7906468564136,427.8125
54,2.3392878913831674,662.3394405177166,1201.9504399512261,3524.496778149978,932.1449402344714,-2322.546338198752,394.9375
55,2.5366467359375218,304.8703602731063,1110.3082511224823,1757.5317546823346,707.5893056977943,-647.2235035598524,462.625
56,2.160322833880348,624.71834755715,830.9329291961889,1766.0962992465772,727.8256383766694,-935.1633700503884,284.9375
57,3.5107806123976886,560.3016741581861,660.094042161152,2036.3689717553318,610.1978581596691,-1376.2749295941799,356.875
58,2.8019661416519765,627.2144525991818,1592.9466831127309,2402.5036848226987,1110.0805678559564,-809.5570017099678,342.0
59,2.924139518486357,591.5347958452296,1681.25299221698,2646.995712357044,1136.3938940311048,-965.742720140064,416.25
60,2.394781706575533,544.897358949067,1804.044973648126,2537.8897585827276,1174.4711662985965,-733.8447849346016,278.4375
61,3.591483756322808,432.22750864238503,1478.8800650993098,2006.205126054346,955.5537868708475,-527.3250609550362,215.4375
62,4.641698569057074,468.864932934001,1161.0787719609182,2073.1459816933207,814.9718524474596,-912.0672097324025,990.625
63,1.0110357511957728,317.46091859904544,1173.1745678213033,1417.205260855316,745.3177432101744,-244.03069303401276,245.9375
64,4.066759106657937,553.6572189067475,1369.4489441410346,2324.503497077485,961.553081523891,-955.0545529364504,150.6875
65,6.636337794532751,314.49356843492086,841.3867204546716,1598.4213034985412,577.9401444447963,-757.0345830438696,352.6875
66,2.835366385529248,772.4087407855367,1891.8970907584824,2134.719111725716,1332.1529157720095,-242.8220209672338,290.875
67,3.4378076799519754,100.44791046782032,986.629479607231,1737.9706099320283,543.5386950375257,-751.3411303247973,412.9375
68,2.4211849190962633,167.61953582748822,753.7792864479849,1604.53681910179,460.69941113773655,-850.757532653805,392.5
69,2.5477743324470485,772.2625383160671,2055.3475154001308,2317.1013305776646,1413.805026858099,-261.75381517753385,999.9375
70,1.2550389489870537,101.82170258229338,746.6317078272651,1892.4717543095546,424.22670520477925,-1145.8400464822894,430.625
71,1.9880165059716315,440.74880860259333,1128.0206772722631,1959.5259500335378,784.3847429374282,-831.5052727612747,251.24999999999997
72,3.9795960712861276,480.1933650885614,792.0711519954367,1738.120780101379,636.132258541999,-946.0496281059424,200.125
73,4.798984394441367,611.1268175304315,1154.5758840150438,1920.0451519401606,882.8513507727376,-765.4692679251168,422.0625
74,2.369290443216259,714.8485105899899,1137.1164182286416,2526.489308661302,925.9824644093158,-1389.3728904326604,202.5
75,4.938096269896417,411.2681586384525,806.963317504525,1393.4024770930812,609.1157380714887,-586.4391595885562,237.4375
76,4.2111846428469875,304.4902401708698,914.1438543342612,2025.788323760401,609.3170472525655,-1111.64446942614,356.0
77,2.808990930960084,800.4643500395829,1731.096398605649,2513.081063137466,1265.780374322616,-781.9846645318171,286.0625
78,3.495572317988021,818.6128045080528,1884.4144908532253,2553.7567675748305,1351.513647680639,-669.3422767216052,308.375
79,3.242537759694382,206.8560887310672,741.4545550633042,1739.914670885261,474.1553218971857,-998.460115821957,304.6875
80,3.281270946065429,257.0541069279529,732.1506710641468,1705.1575128206691,494.60238899604985,-973.0068417565224,450.1875
81,2.2200193915256143,639.2227066601237,1846.563175190712,2827.279643404313,1242.8929409254179,-980.716468213601,388.0625
82,2.5780443874071404,594.666549441239,1732.063538955144,2517.7376362660875,1163.3650441981915,-785.6740973109436,949.3125
83,1.052861365220363,417.9983527342272,907.9848457915696,1876.5206381541004,662.9915992628984,-968.5357923625309,352.0
84,2.8415286224925307,353.22849650464804,1209.7030274547408,1766.4527957705714,781.4657619796944,-556.7497683158306,547.6875
85,1.827723931145307,583.5341318658592,1853.8864467580077,2490.9735517584872,1218.7102893119334,-637.0871050004796,279.1875
86,3.5820336854022683,408.5431346742383,850.5703666282832,1750.07968666321,629.5567506512607,-899.5093200349268,358.625
87,2.7884114786727423,517.8813691597001,1077.5645404541422,1768.9991229918862,797.722954806921,-691.4345825377441,681.3125
88,1.4679047118236168,746.2693120387478,1208.3347683279942,2576.598816230083,977.302040183371,-1368.2640479020886,185.0
89,5.404616767952375,600.4199726512552,1379.6012988984423,1898.2441801895109,990.0106357748488,-518.6428812910685,385.0625
90,2.5969623439603526,503.3944015095728,1303.086419330269,1737.2078462647307,903.240410419921,-434.1214269344616,331.375
91,3.017729172791395,673.9888267356131,2114.0008697255357,2918.311228081071,1393.9948482305745,-804.3103583555353,999.0625
92,1.1468335027980108,583.564270925608,1713.673560117683,2470.5235752510507,1148.6189155216455,-756.8500151333676,189.5
93,5.31843468412406,590.4763564966495,1532.9567085696015,2121.1782687925574,1061.7165325331255,-588.221560222956,283.0
94,3.5335588348776135,578.0297225118331,1584.8565510752348,2578.288060935204,1081.443136793534,-993.4315098599693,232.5
95,4.119197761342331,639.33903635066,1855.7958619857886,2559.4763165654153,1247.5674491682244,-703.6804545796267,999.9375
96,0.7515267336119186,782.1742417506573,1576.3868430544521,2460.0905619501864,1179.2805424025546,-883.7037188957343,408.9375
97,2.4167678190955093,385.3595914244986,849.7096429522911,1836.6088526060983,617.5346171883948,-986.8992096538071,466.75
98,2.142452066095114,577.5846515930427,1391.4091518340706,2212.8207409831525,984.4969017135567,-821.4115891490819,215.8125
99,4.633296710222152,268.84479993710204,654.8078275342862,1663.5191058640592,461.8263137356941,-1008.711278329773,209.75
100,4.767380382042321,642.3226808910645,1526.9831337152837,2437.5913979074735,1084.652907303174,-910.6082641921898,266.625
101,3.750364361347811,748.2848052953753,1937.4366372203162,2659.709474408711,1342.8607212578459,-722.2728371883945,363.0
102,2.750295064803911,538.096087364953,1563.951500162989,2478.556501783907,1051.023793763971,-914.6050016209181,283.8125
103,3.5232716975774623,482.2810889516178,1536.91524663699,2318.141265219266,1009.5981677943039,-781.2260185822761,361.0
104,2.7701186060115965,486.1719819518892,1299.038062924182,2181.1093171679872,892.6050224380356,-882.0712542438052,300.0625
105,3.3315327698523647,687.2808946814961,1472.8754571090683,3656.2929461190165,1080.0781758952821,-2183.4174890099484,646.0625
106,1.5475837413493623,478.37801021823003,754.954734456741,2146.1998102196094,616.6663723374855,-1391.2450757628685,325.8125
107,3.0691665540223037,583.0413292628074,1131.1092486670832,1838.9630156586013,857.0752889649452,-707.8537669915181,308.75
108,3.238850851612796,306.1795643132499,1117.9131218746827,1717.3409449207456,712.0463430939662,-599.4278230460629,508.68749999999994
109,1.9657475889136535,276.96173990131166,562.8835350821474,2029.8080618166941,419.9226374917296,-1466.9245267345468,352.0625
110,2.839661888518354,379.91375181660413,955.1501510239463,1810.693568188103,667.5319514202752,-855.5434171641567,225.1875
111,4.4411310913653255,626.9489283311175,1616.7621463070782,2507.6089195441286,1121.855537319098,-890.8467732370505,269.0625
112,3.7166811220013534,250.74708470991223,978.2217376625005,2017.7382867712106,614.4844111862063,-1039.51654910871,501.12500000000006
113,1.996938118469324,529.5764244185511,1582.0437588753089,2419.770981408665,1055.81009164693,-837.7272225333563,161.25
114,6.201374580686523,611.5943834228417,1267.7385196338714,1810.944840202139,939.6664515283566,-543.2063205682675,317.125
115,3.1532687908332697,572.4658799397159,1016.22096919115,1939.6608192229771,794.343424565433,-923.4398500318272,349.3125
116,2.862744493297479,365.7820858557177,755.8064276055147,1479.1906338474248,560.7942567306162,-723.3842062419101,291.8125
117,3.4266708049177903,312.38935108420714,910.9256602351097,1658.1386776925187,611.6575056596585,-747.213017457409,407.1875
118,2.4267796007072304,402.833312629678,1129.6444596500173,1759.3963859455685,766.2388861398476,-629.7519262955511,445.5625
119,2.244593801033336,848.8773643328697,1821.036210408955,2812.334798981375,1334.9567873709123,-991.2985885724202,358.0
120,2.7926533889642777,505.46041110874614,1172.4115119048718,2009.77312775579,838.935961506809,-837.3616158509183,344.75
121,2.900609427506941,469.24755117798503,1310.1488972669426,1741.1341560881694,889.6982242224639,-430.9852588212268,410.9375
122,2.433567889042296,659.0140422266419,1420.131340906096,2599.0352791419,1039.572691566369,-1178.903938235804,405.6875
123,2.4611629681024403,556.8972243460081,1276.6863041132444,2659.6443723601456,916.7917642296263,-1382.9580682469011,281.5
124,3.55262697346487,229.4370444088334,613.9924873871023,1268.678480771931,421.7147658979678,-654.6859933848286,359.0625
125,2.7864857484721886,340.23306619403195,946.9451150239712,1693.6811129083317,643.5890906090016,-746.7359978843605,326.75
126,3.060349401317373,303.10595940610773,681.3437844080545,1780.9181027023353,492.22487190708114,-1099.5743182942808,550.4375
127,1.8176664273004577,984.079575265172,1726.691489968079,2481.7296748689996,1355.3855326166254,-755.0381849009207,261.125
128,3.829524170432309,557.738018680424,937.0295687365417,1503.6810817290843,747.3837937084829,-566.6515129925426,360.5625
129,2.773397622623478,333.9299185051911,811.0291014090407,1747.405681147892,572.4795099571159,-936.3765797388513,348.9375
130,2.8658369540912667,598.1619516290889,1685.0760972636156,2394.9584789760884,1141.6190244463523,-709.8823817124728,400.875
131,2.4931545835522777,352.97084204021706,1300.9599660702047,1947.6126782129952,826.9654040552109,-646.6527121427905,509.93750000000006
132,1.9611025875520298,301.18993158088176,788.3850656028925,1583.9902635130318,544.7874985918871,-795.6051979101393,350.625
133,2.8514820814081583,637.4646348172763,1492.5786813837353,2363.1390307141114,1065.0216581005059,-870.5603493303761,318.1875
134,3.151338990825638,546.9872292128828,977.0327000660274,2527.7841168435903,762.0099646394551,-1550.751416777563,281.1875
135,3.5562541069487645,193.9886713608654,821.899042620888,1804.7643482608282,507.9438569908767,-982.8653056399402,315.1875
136,3.1743681668046415,470.0116282282619,818.0668132035311,1763.2254460906493,644.0392207158965,-945.1586328871182,357.8125
137,2.7947567369943704,215.6901091339852,732.7509605226974,1499.6077426928853,474.2205348283413,-766.8567821701879,874.4375
138,1.143281760984963,575.342809957503,1130.300878556432,1971.2657337231005,852.8218442569676,-840.9648551666685,320.125
139,3.123794839389831,572.9198255864416,1674.39596258142,2479.652588923847,1123.6578940839308,-805.2566263424269,329.4375
140,3.0370970960165904,191.29988853427702,927.6332116753593,1716.95511018807,559.4665501048182,-789.3218985127106,402.3125
141,2.4857055456684445,545.4270461032185,1743.4037768816584,2403.2515915221556,1144.4154114924384,-659.8478146404973,292.4375
142,3.419402755592843,180.92922705542958,631.7962014237247,1577.366379959581,406.36271423957714,-945.5701785358564,701.5625
143,1.4253904132884243,706.1184892794405,1700.0584979825026,2692.515974489556,1203.0884936309715,-992.4574765070533,244.125
144,4.096776318028665,644.8958470406869,1106.922357647973,2030.284705492352,875.90910234433,-923.362347844379,219.0625
145,4.564867807759652,594.6002833545541,1634.1276328681663,2510.120524206463,1114.3639581113603,-875.9928913382967,269.5
146,3.7104698926406203,217.88438996305635,701.2072039628548,1293.4052145652906,459.5457969629556,-592.1980106024358,796.25
147,1.2559537336138173,333.47666799435285,1082.2334698207542,1720.3414943791906,707.8550689075535,-638.1080245584365,373.6875
148,2.6760461827254645,614.561539136577,1828.0147206264535,2866.8037972382426,1221.2881298815153,-1038.7890766117891,214.125
149,4.670205305578372,684.8908497788,1771.2099451948477,2686.5816865831357,1228.0503974868238,-915.371741388288,410.25
150,2.438853135473408,521.2661390602863,1394.323421389528,2551.1428793579425,957.7947802249071,-1156.8194579684146,266.6875
151,3.7498822335736244,953.5356898711368,1540.7036328041163,2489.75768745124,1247.1196613376264,-949.0540546471238,243.625
152,4.104884235694904,583.945730592696,1257.6820847776219,2335.2493779338233,920.8139076851589,-1077.5672931562015,218.25
153,4.581997574543554,495.85692475286015,956.2056599538962,1660.2129164754213,726.0312923533781,-704.007256521525,250.6875
154,3.98868152311348,255.79767424053716,1007.2123380285933,1607.9116909351674,631.5050061345653,-600.6993529065741,368.4375
155,2.714324950352726,339.81584410528075,887.5381565983182,1702.4516848028388,613.6770003517995,-814.9135282045206,181.875
156,5.49849657439737,726.8847961843431,1375.0670134484308,2345.72887112446,1050.975904816387,-970.6618576760293,372.0
157,2.688143319047533,632.6855268065315,1562.8416736445831,1969.4606155242516,1097.7636002255572,-406.61894187966845,308.75
158,3.238502343701446,607.8429767996304,1708.4918804323374,3108.9743827665334,1158.167428615984,-1400.482502334196,967.875
159,1.061644709377435,595.3687878733621,1768.4241247737734,2618.7889705914695,1181.8964563235677,-850.364845817696,422.4375
160,2.2876674772528376,454.9179037956451,1042.842737968326,1695.3203359378501,748.8803208819855,-652.4775979695241,276.375
161,3.617549670514152,666.395646192325,1470.5349280984824,2612.6396930317333,1068.4652871454036,-1142.1047649332509,383.75
162,2.598642720843056,573.4635458635801,1439.1357806785775,2826.7071998426486,1006.2996632710788,-1387.5714191640711,335.8125
163,2.9781464714126,251.92034802615805,783.1647783789493,1616.2545197641305,517.5425632025537,-833.0897413851811,321.5625
164,3.1099901097885985,319.1514923016042,730.5026822065479,1596.6345871729818,524.8270872540761,-866.1319049664339,472.0
165,2.118636479798313,483.43038430531783,1138.8959372836766,2076.0352189239193,811.1631607944972,-937.1392816402426,596.3125
166,1.6761705183208404,772.6863521906926,1678.992171745967,2272.511714314473,1225.8392619683298,-593.519542568506,337.3125
167,2.964639927111682,465.67849522168916,1143.38802704503,1805.4575675724097,804.5332611333596,-662.0695405273798,401.0
168,2.4937528344968256,103.33773638441514,591.856612919285,1194.1837937475264,347.5971746518501,-602.3271808282414,372.25
169,2.68621310714921,940.2824965164792,1351.6369979863018,2966.143584701496,1145.9597472513906,-1614.506586715194,311.1875
170,3.2137342510184563,709.4100890226955,1785.068162056624,2607.0325310352937,1247.2391255396597,-821.9643689786697,213.0
171,4.695538720350595,753.7147249861191,1538.024107772985,2400.4542269469716,1145.8694163795521,-862.4301191739867,427.875
172,2.337004390095297,480.95197902462746,1265.872703269927,1903.8192249373108,873.4123411472772,-637.9465216673839,482.1875
173,2.073919824977564,667.6453174172249,1589.9826129162573,2405.170657266273,1128.8139651667411,-815.1880443500156,742.9375
174,1.0612266258984349,317.18331973800764,1088.8767376054805,1601.1060448014966,703.030028671744,-512.2293071960162,270.4375
175,3.69734762786702,390.42554914038544,785.5423041409366,1673.0851881623237,587.983926640661,-887.5428840213871,271.5625
176,3.6899235376656154,489.3712781273045,1311.6088564548825,1829.3792984777692,900.4900672910935,-517.7704420228868,447.875
177,2.2327453296666837,550.0295903527813,1531.008508501519,2233.950483678052,1040.51904942715,-702.9419751765331,999.9375
178,0.7476514639779699,833.6790481744875,1817.7880210483852,2622.0474631986676,1325.7335346114364,-804.2594421502824,285.8125
179,3.4988470575857473,696.0150004428999,1586.189474312933,2366.738959611038,1141.1022373779165,-780.5494852981049,381.3125
180,2.622904262029219,283.7652827096098,866.283344195106,1688.480208689873,575.0243134523579,-822.196864494767,142.0625
181,7.0392913002280295,177.00162429786107,959.7123386095252,1628.8543113532571,568.3569814536932,-669.1419727437319,245.25
182,4.077548071274946,594.9951661016383,1331.104396986009,2355.0469900041517,963.0497815438237,-1023.9425930181426,171.75
183,5.823012641105689,760.8787484178897,2037.2582792265048,3035.065433141597,1399.0685138221972,-997.8071539150924,248.5625
184,4.023128380169231,188.3571491580197,763.7015608705482,1305.7025185850157,476.02935501428396,-542.0009577144675,311.1875
185,3.2137228869436236,455.1803272532051,1043.777232045294,1811.1289808245203,749.4787796492496,-767.3517487792262,552.8125
186,1.8096012061665254,466.76619354079577,867.762338057109,1656.480154405623,667.2642657989524,-788.7178163485139,305.25
187,3.275953661640417,706.2921482823751,846.802659322446,1830.8944371870748,776.5474038024106,-984.0917778646289,280.625
188,3.5634628460214355,758.3638021052685,1550.2149697732762,2437.764959114068,1154.2893859392723,-887.5499893407919,354.75
189,2.8220483379840573,582.20414443068,1680.3819744325738,2326.575498897837,1131.293059431627,-646.1935244652632,276.8125
190,3.613292189835215,840.6278634426471,1726.718063300901,2442.466746843881,1283.6729633717741,-715.7486835429802,360.3125
191,2.7754309038802436,301.6050669230986,1090.3635894930926,1358.334653680317,695.9843282080956,-267.97106418722433,330.3125
192,3.0277817793384365,658.8845468647532,1682.1098946849606,2682.2751341272588,1170.497220774857,-1000.1652394422981,237.375
193,4.212783018603596,593.1056217352826,1861.0175268629935,2667.7710420091134,1227.061574299138,-806.75351514612,999.9375
194,1.2517190533583742,226.6600440820924,834.3157587992927,1705.7153517119752,530.4879014406926,-871.3995929126826,282.5625
195,3.5391070111550924,696.3766200948872,1494.4515814228748,2424.673018690313,1095.414100758881,-930.221437267438,261.0
196,3.831432040897591,177.94263586341978,696.9860630307703,1389.4467228371088,437.46434944709506,-692.4606598063385,956.875
197,1.045734612468012,763.6232440374708,1441.4202563406764,2388.8141949903484,1102.5217501890736,-947.393938649672,620.0625
198,1.6132353941477358,452.2162081095144,952.3669883724347,1676.686804444788,702.2915982409745,-724.3198160723534,336.875
199,2.9689723664996057,592.5376922948707,937.3936041220396,1528.5165679351253,764.9656482084551,-591.1229638130857,266.375
200,3.754056214560285,573.022276950029,1564.3677028510238,2282.5197793569673,1068.6949899005263,-718.1520765059436,388.0
201,2.5773762551731147,462.90418185684666,1164.9195573651923,1725.724024509482,813.9118696110195,-560.8044671442897,261.3125
202,3.8268644345965117,358.2361766180294,1734.2493969771813,4017.6376302389485,1046.2427867976053,-2283.3882332617673,336.5
203,2.971855495780439,703.7938278914252,1482.3219983088306,2257.5256494982154,1093.057913100128,-775.2036511893848,391.75
204,2.5605276252908205,100.35645269829114,623.41250732541,1251.5871447117945,361.8844800118506,-628.1746373863845,600.875
205,1.6636548445790984,215.72339394374228,918.3605513970393,1862.796725355818,567.0419726703908,-944.4361739587786,741.375
206,1.3490300170390468,497.8383945445802,1389.3762033701605,2079.40388006391,943.6072989573704,-690.0276766937495,307.0625
207,3.256392557567975,584.3487902962097,1203.7832410985393,2607.6477707254016,894.0660156973745,-1403.8645296268623,340.625
208,2.9356542538462422,613.7083537389345,1540.2140183514357,2566.252354551067,1076.961186045185,-1026.0383361996314,296.375
209,3.374051383053301,272.23512246358587,871.5001076980317,1236.500848637404,571.8676150808087,-365.00074093937235,421.125
210,2.3747224850485553,631.8750252969927,1032.2618101423866,2207.7382194653837,832.0684177196897,-1175.4764093229971,315.875
211,3.1658145763413805,419.09832760370216,925.7602403347425,1863.2052822714593,672.4292839692223,-937.4450419367167,273.3125
212,3.6585981406512964,317.4578596360658,1322.8734346865222,1712.1908095080958,820.1656471612939,-389.3173748215736,340.5625
213,2.93628180704663,287.15161952537693,883.580132750748,1992.2364673343582,585.3658761380625,-1108.6563345836103,311.4375
214,3.211022296223038,464.91608550517435,571.9869882560815,1549.897985944478,518.4515368806279,-977.9109976883965,213.125
215,4.6921960319499005,973.3869859178363,1844.7661757928097,2886.6558877685966,1409.076580855323,-1041.889711975787,986.6875
216,1.0147966978291612,550.465590962105,1128.5784799706703,1706.9151578189278,839.5220354663877,-578.3366778482575,278.75
217,3.5878183459044335,354.87309743761597,1087.0045591908727,2300.432061262304,720.9388283142443,-1213.4275020714315,464.0625
218,2.1548620023903085,717.8367765392102,1680.3063282536964,1991.8284882610772,1199.0715523964532,-311.52216000738076,276.3125
219,3.6195722345955677,274.13040991817445,1420.2103867254436,2005.9025028767512,847.170398321809,-585.6921161513076,204.4375
220,4.891467598564705,384.81205915301615,705.1777720055159,1975.8521906032136,544.994915579266,-1270.6744185976977,595.875
221,1.6782143357863366,660.0484509683455,1297.3374206950493,1608.733180095982,978.6929358316975,-311.3957594009328,301.3125
222,3.3187937598160437,777.5805183614101,1726.1978825798576,2982.105471236445,1251.8892004706338,-1255.9075886565872,405.375
223,2.466947947185846,233.016686694309,644.4302147643356,1563.6458143518146,438.7234507293223,-919.215599587479,377.0
224,2.652615976521032,642.3469350453967,1180.9646303744578,2662.2901287696623,911.6557827099273,-1481.3254983952045,231.3125
225,4.323123448164497,360.8818176390634,669.9030019859276,1696.350752303203,515.3924098124955,-1026.4477503172754,371.0625
226,2.694978311780796,502.6701311485469,1453.4316160478666,2388.5028859200015,978.0508735982067,-935.071269872135,272.875
227,3.665279844989996,766.9904114454108,1546.345565294952,2549.5771312358793,1156.6679883701813,-1003.2315659409273,379.5625
228,2.6347085882670807,572.2238113040861,1238.8578493111124,1737.767560795986,905.5408303075992,-498.90971148487347,196.125
229,5.098764897457292,795.2735547147144,1535.5645177530573,2676.3978225431924,1165.419036233886,-1140.8333047901351,331.3125
230,3.016908421303232,811.4705255540161,1826.8817086047814,2513.6140007690033,1319.1761170793989,-686.7322921642219,999.9375
231,0.7781553913604702,585.2875513255178,1732.9928203042318,2163.028847497228,1159.1401858148747,-430.03602719299624,275.375
232,3.631244926193901,540.5893023756048,1571.9306222289736,2231.8893605033263,1056.2599623022893,-659.9587382743528,289.625
233,3.4527225048937455,179.78358172638312,1117.841416411565,1936.7419726113867,648.812499068974,-818.9005561998217,999.5625
234,1.001179971683156,252.47968927175927,931.0629285283375,2023.7926317611093,591.7713089000483,-1092.729703232772,380.5
235,2.6281248543275795,673.015745141389,1168.2273658676063,2686.125094132074,920.6215555044976,-1517.8977282644678,197.0625
236,5.074159973235486,386.46591569308555,765.0476796523886,1321.037630159131,575.7567976727371,-555.9899505067423,307.875
237,3.2475286620183312,240.45918646314428,865.5440938513934,1916.264703597932,553.0016401572689,-1050.7206097465387,419.875
238,2.381670477954228,594.9116743244663,1535.961447258528,2592.404370434845,1065.4365607914972,-1056.442923176317,290.5625
239,3.441434218700187,640.2912110330174,703.3738750587456,1522.2476007129,671.8325430458815,-818.8737256541544,978.625
240,1.0217584888768276,594.0851741960024,1663.365816272381,2258.8783038213837,1128.7254952341916,-595.5124875490028,243.625
